1951	-4.7	-3.8	-2.4	6.9	10.6	16.6	17.3	19	13.6	4.5	2.9	1
1952	-1.4	-4.2	-7.7	8.3	10.1	14.1	17.4	17.2	10.2	5.8	0.2	-3.2
1953	-3.8	-5.7	0.4	7.1	12.2	17.8	18.8	16	12	7.8	0.2	-3.5
1954	-9.3	-12.1	0.2	3.4	13.8	18.1	16.7	16.1	13.2	7.2	0.6	0.4
1955	-4.5	-5	-3.6	2.9	9.5	14.3	18.6	19.6	14.4	7.4	1.7	-2.8
1956	-4	-13	-2.8	3.7	12	17.7	16.1	13.8	11	6.7	-2.2	-2.2
1957	-2	0.6	-0.6	7	10.6	15.9	17.7	15.3	10.4	7.6	3.2	-2.6
1958	-4.5	-3.5	-4.3	2.7	12.9	14.4	16.6	15.7	12.1	8.9	2.7	-1.2
1959	-2	-2.4	2.4	6.8	11.7	16.2	20	17.8	10.3	5.8	1.3	-4.3
1960	-5.3	-6.6	-3	5.3	12.6	16.1	17.1	15.9	10.8	6.6	2.8	1.7
1961	-3.7	-0.2	3.1	7.3	11.3	17.1	15.7	15.1	12.6	8.9	2.4	-4.7
1962	-1.5	-4.8	-4.5	8.4	9.9	13.3	14.8	15.1	11	7.4	2.8	-5.5
1963	-12.7	-8.8	-4.4	6	15.4	15.4	18.9	18.6	14	7.5	3.8	-5.6
1964	-4.4	-8	-5.1	4.9	11.4	18.7	18	15.2	12.1	6.7	1.7	-1.7
1965	-3.1	0	-2.1	4.9	8.6	15	15.3	14.6	13.9	7.3	-2.7	-1.4
1966	-6.7	-4.8	0.9	6.2	13.1	17.1	18.3	16.1	11.3	8.5	0.8	-2.7
1967	-8	-2.4	2.6	6.3	13.6	15.7	17.9	16.5	15.2	9.8	2.9	-4.2
1968	-8.3	-4.4	0.1	7.2	10.4	17.2	16.2	17.3	12.5	6.2	1	-4.7
1969	-10.5	-7.9	-4.4	4.4	12.2	15.1	17.4	16	11.8	6.7	3.2	-10.3
1970	-8.8	-9.2	-1.7	4.5	11.9	15.7	15.7	15.9	10.9	5.8	1.9	-1.5
1971	-4.4	-2.4	-2.9	5.6	13.9	14.6	17.2	17.9	10.2	6.9	0.1	1.3
1972	-10.4	-2.4	0.6	5.4	12.5	16.2	19.8	16.4	11	4.4	2.8	-0.9
1973	-4.2	-0.4	1.9	5	11.3	15.7	17.4	16.1	10.2	4.9	-0.3	-3.4
1974	-3.1	-0.6	1.6	5.2	9.6	13.5	14.5	16	12.4	5.8	2.4	0.6
1975	0.5	-1.2	2.6	5.2	13.6	15.1	18	17.6	14.2	6.9	0	-0.6
1976	-6	-8.3	-4	5.2	10.3	12.8	16.9	14.9	11.5	3.5	3	-2.8
1977	-4.5	-3.3	1.4	4.5	11.9	15.9	14.6	14.9	9.5	6.9	3.3	-2.6
1978	-4	-7.3	1.1	4.7	10.7	13.8	15.2	14.7	9.6	6.6	5.1	-8.5
1979	-8.6	-8.1	-0.9	4.7	13.4	18.1	13.3	15.7	11.7	4.5	1.1	-1
1980	-7.3	-5.6	-4.7	5	7.7	15.1	15.6	14.7	11.4	6.9	-0.2	-1.5
1981	-5	-3.4	0.3	3.4	13.1	15.3	16.6	15	12.3	7.5	1.6	-4.7
1982	-6	-4.7	1.3	4.7	12.3	13.4	17.3	17	12.9	7	3.3	0
1983	1.3	-4.6	1.3	8	14.5	14.4	17	17.2	13.6	7.3	0.9	-2.6
1984	-1.7	-4.7	-1.3	7.9	13.1	13	14.6	16.5	11.6	8.9	0.5	-2.1
1985	-11.4	-12.3	-1.1	5	13.5	14.2	15.2	17.1	10.1	7.8	-0.4	-1.9
1986	-3.3	-12	0.1	6.2	12.7	15.4	16.4	15.6	8.9	6.4	3.6	-2.3
1987	-15.5	-3.7	-5.4	4.4	10.7	13.9	15.6	13.9	10.6	6.6	2.1	-1.1
1988	-2.2	-1.7	-1.6	5.1	13.8	16.1	18	15.6	12.5	5.8	-1.7	-2.6
1989	1.5	2.2	3.6	7.6	12.6	15.2	17.1	15.8	12.9	8.2	0.3	-1.4
1990	0.7	3.6	4.7	7.6	12	15.1	15.5	16.3	9.9	7.1	3.4	-1.7
1991	-1.4	-5.1	1.9	6.2	10	14.1	17.6	17.5	12.9	6.5	2.8	-1.7
1992	-1.6	-0.7	2	4.9	12.3	16.8	18.5	18.6	11.8	3.9	1.8	-1.4
1993	-1.6	-2.1	-1	7.4	15.1	13.6	15.3	14.5	9.6	6.3	-4.4	-0.1
1994	0.1	-6.5	0.3	7.5	10.8	13.6	20.3	17.4	13.7	5.4	1.5	-1.2
1995	-3.5	1.5	1.4	6.8	11	16.7	18	17.3	11.9	8.6	-0.9	-7.2
1996	-7.9	-7.9	-3.7	6	13.4	15	15.2	18.1	9.7	7.8	4.5	-7.7
1997	-5.3	0	0.9	4	11.3	15.7	17.6	18.5	11.9	5.4	1.4	-2.8
1998	-0.4	0.9	-0.7	8.4	12.9	16.4	16	14.5	12	6.3	-4.2	-3.9
1999	-2.2	-3.4	2.4	8.7	10.1	17.7	19.4	16.6	14.2	6.8	0.7	-0.5
2000	-2.7	0.7	1.3	11.1	13.3	15.7	15.8	16.1	9.9	9.7	5.1	0.8
2001	-1.7	-3.3	-0.7	7.5	12.5	13.8	20.3	17.5	11.5	9.1	1.5	-6.1
2002	-1.8	1.7	2.9	7.7	15.5	16.2	20.1	20	12.2	4.9	1.8	-8.5
2003	-5.3	-6.1	0.4	5.1	13.3	15.5	19.8	17.2	12.4	4.2	3.5	0.1
2004	-7.1	-2.2	1.3	7.2	10.4	13.8	16	17.9	12.4	8.3	1.6	0.7
2005	-0.3	-5.5	-3.2	7.2	11.6	14.4	18.4	16.1	13.8	7.6	2.4	-2
2006	-8.3	-6.6	-3.7	6.6	12.2	15.8	20.9	17.1	14.2	9.3	3.9	3.6
2007	1.2	-5.5	5.1	6.7	13.4	17.5	16.9	17.8	12.3	7.3	0.4	0
2008	-1	1.6	2	8.1	11.6	15.9	17.6	17.4	11.5	8.2	3	-0.3
2009	-4	-3.3	0.4	8.4	12.1	14.6	18.2	16.3	13.7	5.1	3.5	-3
2010	-10.6	-4	0.6	7.4	13.3	16.2	21	19	11.3	4.3	3.7	-7.4
2011	-3.1	-7.5	0.1	8.7	12.4	17.3	18.6	17.1	13.4	6.7	2.7	1.3
2012	-3.2	-9.2	2	7.4	13.2	14.6	19	16.4	12.8	6.8	4.4	-5.2
2013	-6.3	-1.6	-4.6	5.1	15	17.5	17.8	17.3	11.5	8.3	4.6	1.1
2014	-5.5	-0.3	4.6	8.7	12.9	14.2	19.8	17.2	13.1	7.3	2.4	-1.2
2015	-0.7	-0.6	4.1	6.8	11.1	15.2	17.2	19.7	13.8	5.6	4.3	2.4
2016	-5.9	1.4	1.9	7.2	14.5	17.3	18.1	17	13.2	5.3	1.3	0.2
2017	-4.5	-2	3.8	5.5	12.4	15.6	16.7	17.5	12.8	7.6	3.6	0.9
2018	-2	-5.7	-2	10.6	16.7	17.6	19.9	18.7	14.4	8	2.4	-0.7
2019	-4.6	1.2	3.3	8.8	12.3	20.3	17	18	13	9.2	4.7	2
2020	1.8	1.9	3.1	6.7	10.4	18.4	17.2	18.5	14.6	9.8	4.6	0.1
2021	-3.7	-5.2	1.4	5.7	11.3	19.1	21.5	15.9	11.1	7.8	3.7	-3.5
2022	-0.6	1.1	1.3	5.5	10.9	17.4	17.5	19.9	10.2	9.7	2.4	-2.3
2023	0.8	-0.4	2.4	7.8	12.2	17	18	19.8	16.9	8.2	1.7	0.3
